Restaurant,Food Category,Item_Name,Item Description 2015,Servings Per Item 2015,Serving Size 2015,Serving Size Unit 2015,Servings Size Text 2015,Calories,Fat,Carbohydrates,Sugar,Protein,Menu_Item_ID
"	Chick-Fil-A",Entrees,"Chicken Platter","Chicken Platter w/ Scrambled Eggs, Boneless Chicken Breast, Sausage, White Pepper Gravy on a Buttermilk Biscuit, Breakfast; Choice of Adding: Spicy Chicken Breast, 4 Stripes of Smoked Applewood Bacon, Pork Sausage",,"	-"," ",,680,37,58,7,30,29570
"	Chick-Fil-A",Entrees,"Multigrain Oatmeal","Multigrain Oatmeal w/out Toppings, Breakfast",,"	-"," ",,140,"	2.5",28,4,0,12681
"	Chick-Fil-A",Entrees,"Multigrain Oatmeal w/ Fruit","Multigrain Oatmeal w/ Fruit, Breakfast",,"	-"," ",,140,3,29,5,0,92130
"	Chick-Fil-A",Entrees,"Multigrain Oatmeal w/ Toppings","Multigrain Oatmeal w/ Cinnamon Brown Sugar, Roasted Mixed Nuts & Dried Fruit Blend, Breakfast, Low Calorie Breakfast, Healthy Menu",,"	-"," ",,290,11,50,20,2,12682
"	Chick-Fil-A",Entrees,"Sausage Platter","Sausage Platter w/ Scrambled Eggs, Sliced Pork Sausage, White Pepper Gravy on a Buttermilk Biscuit, Breakfast; Choice of Adding: Spicy Chicken Breast, Boneless Chicken Breast, 4 Stripes of Smoked Applewood Bacon",,"	-"," ",,810,54,52,6,28,29572
"	Chick-Fil-A",Entrees,"Yogurt Parfait","Yogurt Parfait w/ Vanilla Yogurt & Fresh Strawberries, Breakfast; Choice of Adding: Harvest Nut Granola or Chocolate Cookie Crumbs",,"	-"," ",,280,"	3.5",53,48,9,12685
"	Chick-Fil-A","Fried Potatoes","Hash Browns","Hash Browns, Sides, Breakfast",,"	-"," ",,240,15,25,0,2,1653
"	Chick-Fil-A","Fried Potatoes","Waffle Potato Fries, Large","Waffle Potato Fries, Large, Side",,"	-"," ",,520,27,63,0,6,12689
"	Chick-Fil-A","Fried Potatoes","Waffle Potato Fries, Medium","Waffle Potato Fries, Medium, Sides",,"	-"," ",,400,21,48,0,5,12690
"	Chick-Fil-A","Fried Potatoes","Waffle Potato Fries, Small","Waffle Potato Fries, Small, Kids & Adults Menu, Sides, Kids Meal",,"	-"," ",,310,16,37,0,3,12691
"	Chick-Fil-A",Salads,"Asian Salad","Asian Salad w/ Sliced Chick Fil a Nuggets, Chopped Romaine Lettuce, Baby Greens, Shredded Red & Green Cabbage, Carrots, Mandarin Orange Segments, Honey Thai Almonds, Chinese Garlic Ginger Wontons & Honey Sesame Dressing, Wraps & Salads, Low Calorie Lunch & Dinner, Healthy Menu; Choice of Adding: Dressings",,"	-"," ",,330,13,24,11,29,60558
"	Chick-Fil-A",Salads,"Cobb Salad","Cobb Salad w/ Sliced Chick Fil a Nuggets, Chopped Romaine Lettuce, Baby Greens, Shredded Red Cabbage, Carrots, Roasted Corn Kernels, Shredded Monterey Jack Cheese, Cheddar Cheese, Crumbled Bacon, Diced Eggs, Grape Tomatoes, Charred Tomato Crispy Red Bell Peppers & Avocado Lime Ranch Dressing, Wraps & Salads, Low Calorie Lunch & Dinner, Healthy Menu; Choice of Adding: Dressings",,"	-"," ",,430,22,22,6,39,60559
"	Chick-Fil-A",Salads,"Grilled Market Salad","Grilled Market Salad w/ Sliced Grilled Chicken Breast, Chopped Romaine Lettuce, Baby Greens, Shredded Red Cabbage, Carrots, Crumbled Blue Cheese, Red & Green Apples, Strawberries, Blueberries, Harvest Nut Granola, Roasted Nut Blend & Apple Cider Vinaigrette, Wraps & Salads, Low Calorie Lunch & Dinner, Low Carb Lunch & Dinner, Low Fat Lunch & Dinner, Healthy Menu; Choice of Adding: Dressings",,"	-"," ",,200,5,17,8,23,60557
"	Chick-Fil-A",Salads,"Side Salad","Side Salad w/ Chopped Romaine Lettuce, Shredded Red Cabbage, Carrots, Monterey Jack Cheese, Cheddar Cheese, Grape Tomatoes & Charred Tomato Crispy Red Bell Peppers, Low Calorie Lunch & Dinner, Low Carb Lunch & Dinner, Healthy Menu; Choice of Adding; Dressing",,"	-"," ",,80,"	4.5",6,3,5,12657
"	Chick-Fil-A",Sandwiches,"3 Chick N Minis","3 Chick N Minis w/ Bite Size Chick Fil a Nuggets on a Mini Yeast Roll, Breakfast, Low Calorie Breakfast, Healthy Menu",,"	-"," ","3 Count",280,11,30,6,15,12669
"	Chick-Fil-A",Sandwiches,"4 Chick N Minis","4 Chick N Minis w/ Bite Size Chick Fil a Nuggets on a Mini Yeast Roll, Breakfast",,"	-"," ","4 Count",370,14,40,8,20,12670
"	Chick-Fil-A",Sandwiches,"Bacon, Egg & Cheese Biscuit","Bacon, Egg & Cheese Biscuit w/ Smoked Applewood Bacon, Folded Egg & Cheese on a Buttermilk Biscuit, Breakfast",,"	-"," ",,450,23,44,6,17,893
"	Chick-Fil-A",Sandwiches,"Chick Fil a Chicken Sandwich","Chick Fill a Chicken Sandwich w/ Boneless Breast of Chicken, Hand Breaded, Peanut Oil & Dill Pickle Chips on a Toasted & Buttered Bun, Classics; Choice of: Multigrain Bun",,"	-"," ",,440,18,41,5,28,300
"	Chick-Fil-A",Sandwiches,"Chicken Biscuit","Chicken Biscuit w/ Boneless Hand Breaded Chicken Breast & Peanut Oil on a Buttermilk Biscuit, Breakfast, Low Calorie Breakfast, Healthy Menu",,"	-"," ",,440,20,48,6,16,892
"	Chick-Fil-A",Sandwiches,"Chicken Breakfast Burrito","Chicken Breakfast Burrito w/ Chunks of Chick Fil a Chicken, Scrambled Eggs, Fire Roasted Onions, Peppers, Monterey Jack Cheese, Cheddar Cheese & Salsa on a Soft Flour Tortilla, Breakfast, Low Calorie Breakfast, Healthy Menu; Choice of Substitute: Spicy Chicken",,"	-"," ",,440,19,43,3,23,1055
"	Chick-Fil-A",Sandwiches,"Chicken Deluxe Sandwich","Chicken Deluxe Sandwich w/ a Boneless Breast Hand Breaded Chicken, Peanut Oil, Dill Pickle Chip, Green Leaf Lettuce, Tomato & American Cheese on a Toasted & Buttered Bun, Classics; Choice of: Multigrain Bun",,"	-"," ",,500,23,43,7,32,12671
"	Chick-Fil-A",Sandwiches,"Chicken Salad Sandwich","Chicken Salad Sandwich w/ Chick Fil a Chicken Breast, Chopped Eggs, Celery, Sweet Pickle Relish, Mayonnaise & Green Leaf Lettuce on Toasted Wheatberry Bread, Classics",,"	-"," ",,500,20,53,12,28,771
"	Chick-Fil-A",Sandwiches,"Chicken, Egg & Cheese Bagel","Chicken, Egg & Cheese Bagel w/ Boneless Chicken Breast, Sliced American Cheese, Folded Egg on a Toasted Sunflower Multigrain Bagel, Breakfast; Choice of Substitute: Spicy Chicken Breast",,"	-"," ",,480,20,48,8,28,894
"	Chick-Fil-A",Sandwiches,"Grilled Chicken Club Sandwich","Grilled Chicken Club Sandwich w/ a Boneless Breast Seasoned & Grilled, Smoked Applewood Bacon, Colby Jack Cheese, Green Leaf Lettuce, Tomato & Honey Roasted BBQ Sauce on a Toasted Multigrain Bun, Classics",,"	-"," ",,440,14,41,8,38,303
"	Chick-Fil-A",Sandwiches,"Grilled Chicken Cool Wrap","Grilled Chicken Cool Wrap w/ Sliced Grilled Chicken Breast, Green Leaf Lettuce, Shredded Red Cabbage, Carrots, Shredded Monterey Jack Cheese, Cheddar Cheese & Avocado Lime Ranch Dressing on a Flaxseed Flour Flat Bread, Wraps & Salads, Low Calorie Lunch & Dinner, Low Fat Lunch & Dinner, Healthy Menu; Choice of Adding: Dressings",,"	-"," ",,340,13,30,3,36,60563
"	Chick-Fil-A",Sandwiches,"Grilled Chicken Sandwich","Grilled Chicken Sandwich w/ Boneless Breast Seasoned & Hand Breaded Chicken, Green Leaf Lettuce, Tomato & Honey Roasted BBQ Sauce on a Toasted Multigrain Bun, Classics, Low Calorie Lunch & Dinner, Low Fat Lunch & Dinner, Healthy Menu",,"	-"," ",,320,5,40,7,30,301
"	Chick-Fil-A",Sandwiches,"Sausage Breakfast Burrito","Sausage Breakfast Burrito w/ Chunks of Pork Sausage, Scrambled Eggs, Fire Roasted Onions, Peppers, Monterey Jack Cheese, Cheddar Cheese & Spicy Salsa on a Soft Flour Tortilla, Breakfast",,"	-"," ",,500,28,40,3,22,1056
"	Chick-Fil-A",Sandwiches,"Sausage, Egg & Cheese Biscuit","Sausage, Egg & Cheese Biscuit w/ Pork Sausage, Folded Egg & Cheese on a Buttermilk Biscuit, Breakfast",,"	-"," ",,670,44,44,5,23,12673
"	Chick-Fil-A",Sandwiches,"Spicy Chicken Biscuit","Spicy Chicken Biscuit w/ Boneless Hand Breaded Chicken Breast, Peppers, Peanut Oil on a Buttermilk Biscuit, Breakfast",,"	-"," ",,450,21,50,6,16,12674
"	Chick-Fil-A",Sandwiches,"Spicy Chicken Deluxe Sandwich","Spicy Chicken Deluxe Sandwich w/ a Boneless Breast Seasoned & Hand Breaded Chicken, Peanut Oil, Dill Pickle Chip, Green Leaf Lettuce, Tomato & Pepper Jack Cheese on a Toasted & Buttered Bun, Classics; Choice of Substitute: Multigrain Bun",,"	-"," ",,570,27,47,7,35,12677
"	Chick-Fil-A",Sandwiches,"Spicy Chicken Sandwich","Spicy Chicken Sandwich w/ a Boneless Breast Hand Breaded Seasoned Chicken, Peanut Oil & Dill Pickle Chip on a Toasted & Buttered Bun, Classics; Choice of: Multigrain Bun",,"	-"," ",,490,21,45,5,30,12676
"	Chick-Fil-A",Soup,"Chicken Tortilla Soup, Large","Chicken Tortilla Soup w/ Boneless Chicken Breast, Navy, Northern & Black Beans, Creamy Base, Vegetables, Spices & Seasoned Corned Tortilla Stripes, Large, Sides",,"	-"," ",,550,13,62,7,47,12648
"	Chick-Fil-A",Soup,"Chicken Tortilla Soup, Medium","Chicken Tortilla Soup w/ Boneless Chicken Breast, Navy, Northern & Black Beans, Creamy Base, Vegetables, Spices & Seasoned Corned Tortilla Stripes, Medium, Side",,"	-"," ",,260,6,29,3,22,12649
"	Chick-Fil-A",Soup,"Hearty Breast of Chicken Soup, Large","Hearty Breast of Chicken Soup w/ Shredded Chick Fil a Chicken Breast, Chopped Carrots, Celery, Egg Noodles & Saltine Crackers, Large, Sides",,"	-"," ",,270,"	4.5",35,5,22,1384
"	Chick-Fil-A",Soup,"Hearty Breast of Chicken Soup, Medium","Hearty Breast of Chicken Soup w/ Shredded Chick Fil a Chicken Breast, Chopped Carrots, Celery, Egg Noodles & Saltine Crackers, Medium, Sides",,"	-"," ",,140,"	2.5",18,2,12,12650
"El Pollo Loco",Entrees,"2 Chicken Legs, Kids","2 Chicken Legs, Kids",,"	-"," ","2 Legs",170,8,0,0,25,94845
"El Pollo Loco",Entrees,"4 Chicken Nuggets w/ BBQ Sauce Dip Cup","4 Chicken Nuggets w/ BBQ Sauce Dip Cup; Choice in: Kids Combo; Choice of Adding: Small Side, Kids Drink & Dipping Sauce; Choice of: Creamy Cilantro Dip Cup or Ranch Dip Cup",,"	-"," ","4 Nuggets",260,13,21,2,16,31224
"El Pollo Loco",Entrees,"Chicken & Grilled Shrimp Tostada","Chicken & Grilled Shrimp Tostada w/ 10"" Wheat Flour Tortilla, Black Beans, Lettuce Blend, Chopped Boneless Chicken Breast, Baja Shrimp, Pico de Gallo Salsa & Cojita Cheese, What's New, 5 Under 500 Calories, Limited Time Offers, Under 500 Calories; Choice of Adding: Low Fat Citrus Vinaigrette",,431,g*,,490,14,50,5,43,94834
"El Pollo Loco",Entrees,"Chicken Avocado Stuffed Quesadilla","Chicken Avocado Stuffed Quesadilla w/ 12"" Flour Tortilla, Chopped Boneless Chicken, Creamy Cilantro Dressing, Cabbage, Pico de Gallo Salsa, Avocado Slices & Shredded Monterey Jack Cheese, Stuffed Quesadillas & Bowls, Favorites",,394,g*,,960,61,59,3,47,31205
"El Pollo Loco",Entrees,"Chicken Enchiladas","Chicken Enchiladas w/ 6"" Yellow Corn/Flour Blend Tortilla, Enchilada Sauce, Cilantro, Broccoli, Ranchero Shredded Chicken, Cojita Cheese & Rice",,369,g*,,450,10,64,11,24,94839
"El Pollo Loco",Entrees,"Chicken Leg, Kids","Chicken Leg, Kids",,45,g*,,90,4,0,0,12,31204
"El Pollo Loco",Entrees,"Chicken Taquito","Chicken Taquito w/ Corn Tortilla, Shredded Chicken Verde & Avocado Salsa, Loco Value Menu, Under 500 Calories, Snack Menu",,94,g*,,220,13,19,2,7,15754
"El Pollo Loco",Entrees,"Chicken Tortilla Roll","Chicken Tortilla Roll w/ 10"" Flour Tortilla, Chopped Boneless Chicken & Shredded Monterey Jack Cheese w/out Salsa or Sauce, Loco Value Menu, Snack Menu",,170,g*,,390,15,37,0,26,94841
"El Pollo Loco",Entrees,"Chicken Tortilla Roll w/ Salsa","Chicken Tortilla Roll w/ 10"" Flour Tortilla, Chopped Boneless Chicken, Shredded Monterey Jack Cheese & Avocado Salsa, Loco Value Menu, Snack Menu; Choice of Adding: Creamy Cilantro Dressing or Queso Sauce",,207,g*,,430,19,39,0,27,15755
"El Pollo Loco",Entrees,"Chicken, Bacon & Guacamole Stuffed Quesadilla","Chicken, Bacon & Guacamole Stuffed Quesadilla w/ 12"" Flour Tortilla, Handmade Guacamole, Chopped Boneless Chicken, Pico de Gallo Salsa, Bacon Topping & Shredded Monterey Jack Cheese, Stuffed Quesadillas & Bowls, What's New",,335,g*,,870,49,55,2,51,31206
"El Pollo Loco",Entrees,"Chopped Breast Meat","	Chopped Breast Meat, Flame-Grilled Chicken",,79,g*,,100,"	1.5",0,0,21,1189
"El Pollo Loco",Entrees,"Chopped Chicken Breast, Corn Tortillas & Vegetables","Chopped Chicken Breast, Corn Tortillas & Vegetables, Kids Live Well",,"	-"," ","1 order",360,"	4.5",53,12,33,31258
"El Pollo Loco",Entrees,"Drumstick, Pinto Beans & Vegetables","Drumstick, Pinto Beans & Vegetables, Kids Live Well",,"	-"," ","1 order",280,8,29,<1,23,31260
"El Pollo Loco",Entrees,"Fire Grilled Chicken Breast","Fire Grilled Chicken Breast, also called Flame Grilled Chicken Breast, Under 500 Calories, Loco Value Menu; Choice in: 2 Piece Combo, 3 Piece Combo, Half Chicken Combo, 8 Piece Chicken Meal, 8 Piece Chicken Meal w/out Sides, 10 Piece Chicken Meal, 12 Piece Chicken Meal & 16 Piece Chicken Meal",,"	-"," ","1 Breast",220,9,0,0,36,1119
"El Pollo Loco",Entrees,"Fire Grilled Skinless Chicken Breast Meal","Fire Grilled Skinless Chicken Breast Meal w/ Skinless Chicken Breast, Fresh Vegetables, Lettuce Blends, Cilantro & Cotija Cheese w/out Tortilla Strips, Healthy Dining, Lindora, Individual Chicken Meals, Under 500 Calories, Healthier For You, also called Skinless Breast Meal & Fire Grilled Skinless Breast Meal",,311,g*,,240,5,12,5,40,1144
"El Pollo Loco",Entrees,"	Fire-Grilled Chicken Leg","	Fire-Grilled Chicken Leg w/ Skin, Under 500 Calories, Loco Value Menu; Choice in: 2 Piece Combo, 3 Piece Combo, Half Chicken Combo, 8 Piece Chicken Meal, 8 Piece Chicken Meal w/out Sides, 10 Piece Chicken Meal, 12 Piece Chicken Meal & 16 Piece Chicken Meal",,"	-"," ","1 Leg",80,4,0,0,12,1116
"El Pollo Loco",Entrees,"	Fire-Grilled Chicken Thigh","	Fire-Grilled Chicken Thigh, Under 500 Calories, Loco Value Menu; Choice in: 2 Piece Combo, 3 Piece Combo, Half Chicken Combo, 8 Piece Chicken Meal, 8 Piece Chicken Meal w/out Sides, 10 Piece Chicken Meal, 12 Piece Chicken Meal & 16 Piece Chicken Meal",,"	-"," ","1 Thigh",210,15,0,0,21,1117
"El Pollo Loco",Entrees,"Macaroni & Cheese, Large","Macaroni & Cheese w/ Elbow Macaroni & Creamy Cheese Sauce, Sides, Large; Choice in: 8 Piece Meal, 10 Piece Meal, 12 Piece Meal & 16 Piece Meal",,425,g*,,690,41,60,8,21,15766
"El Pollo Loco",Entrees,"Macaroni & Cheese, Small","Macaroni & Cheese w/ Elbow Macaroni & Creamy Cheese Sauce, Sides, Small; Choice in: Kids Combo, 3 Piece Combo & Half Chicken Combo, Kids & Adults Menu",,156,g*,,250,15,22,3,8,15792
"El Pollo Loco",Entrees,"Mini Pollo Bowl","Mini Pollo Bowl w/ Pinto Beans, Rice & Chopped Boneless Chicken Breast, Under 500 Calories, Kids Combos; Choice of Adding: Tortillas or Chips & Kids Drink",,"	-"," ","1 Bowl",340,6,48,1,23,15767
"El Pollo Loco",Entrees,"Pollo Bowl","Pollo Bowl w/ Chopped Boneless Chicken, Pinto Beans, Rice, Pico de Gallo Salsa, Diced Onion, Cilantro, Healthy Dining, Lindora, Healthier For You, Bowls & Salads, Stuffed Quesadillas & Bowls",,513,g*,,610,11,87,3,40,1280
"El Pollo Loco",Entrees,"Skinless Breast Meal","	Skinless Breast Meal w/out Tortilla Strips or Dressing on Salad, Flame-Grilled Chicken, Lindora",,315,g*,,265,8,11,4,39,61215
"El Pollo Loco",Entrees,"Skinless Chicken Breast","Skinless Chicken Breast, Healthy Dining, Lindora, Under 500 Calories, Healthier For You",,"	-"," ","1 Breast",180,"	3.5",0,0,35,1146
"El Pollo Loco",Entrees,"Skinless Chicken Breast w/ Vegetables & Corn Cobbette","Skinless Chicken Breast w/ Vegetables & Corn Cobbette, Kids Live Well",,"	-"," ","1 order",270,7,14,6,37,31259
"El Pollo Loco",Entrees,"Skinny Chicken Quesadilla","Skinny Chicken Quesadilla w/ 10"" Wheat Flour Tortilla, Chopped Boneless Chicken Breast, Poblano Salsa, Diced Onion, Lettuce Blend, Shredded Monterey Jack Cheese, Cabbage, Pico de Gallo Salsa & Cilantro, 5 Under 500 Calories, What's New",,332,g*,,450,16,43,4,36,94835
"El Pollo Loco",Entrees,"Skinny Quesadilla","Skinny Quesadilla, Under 500 Calories, Limited Time Offers",,332,g*,,460,17,43,5,37,94843
"El Pollo Loco",Entrees,"Ultimate Double Chicken Bowl","Ultimate Double Chicken Bowl w/ Rice, Pinto Beans, Cabbage, Shredded Monterey Jack Cheese, Sour Cream, Pico de Gallo Salsa, Sour Cream, Avocado Slices & Chopped Boneless Chicken Breast, Favorites, Ultimate Double Chicken, Limited Time Offers, Stuffed Quesadillas & Bowls",,717,g*,,970,34,94,5,70,94840
"El Pollo Loco",Entrees,"Ultimate Double Chicken Enchiladas","Ultimate Double Chicken Enchiladas w/ Rice, Ranchero Shredded Chicken, Enchilada Sauce, Poblano Cream, 6"" Yellow Corn/Flour Blend Tortilla, Shredded Monterey Jack Cheese, Chopped Boneless Chicken & Cilantro, Ultimate Double Chicken, Limited Time Offers",,564,g*,,900,33,90,11,57,94838
"El Pollo Loco",Entrees,"Ultimate Double Chicken Tostada","Ultimate Double Chicken Tostada w/ Fried Tostada Shell, Pinto Beans, Shredded Monterey Jack Cheese, Pico de Gallo Salsa, Avocado Slices, Rice, Lettuce Blend, Chopped Boneless Chicken Breast & Sour Cream w/out Dressing, What's New, Ultimate Double Chicken, Limited Time Offers; Choice of Adding: Creamy Cilantro Dressing",,612,g*,,1030,51,82,5,64,94837
"El Pollo Loco",Entrees,"Ultimate Double Chicken Tostada w/ Dressing","Ultimate Double Chicken Tostada w/ Creamy Cilantro Dressing, Fried Tostada Shell, Pinto Beans, Shredded Monterey Jack Cheese, Pico de Gallo Salsa, Avocado Slices, Rice, Lettuce Blend, Chopped Boneless Chicken Breast & Sour Cream, What's New, Ultimate Double Chicken, Limited Time Offers",,697,g*,,1470,97,85,6,66,94844
"El Pollo Loco","Fried Potatoes","French Fries, Large","French Fries w/ Salt, Sides, Large; Choice in: 8 Piece Meal, 10 Piece Meal, 12 Piece Meal & 16 Piece Meal",,206,g*,,630,33,78,0,8,15779
"El Pollo Loco","Fried Potatoes","French Fries, Small","French Fries w/ Salt, Sides, Small; Choice in: Kids Combo, 3 Piece Combo & Half Chicken Combo, Kids & Adults Menu",,106,g*,,330,17,40,0,4,15780
"El Pollo Loco",Salads,"Avocado Bacon Chicken Tostada Salad","Avocado Bacon Chicken Tostada Salad w/ Fried Tostada Shell, Rice, Pinto Beans, Lettuce Blend, Chopped Boneless Chicken Breast, Pico de Gallo Salsa, Bacon Topping & Avocado Slices, Bowls & Sides; Choice of Adding: Creamy Cilantro Dressing",,601,g*,,900,46,81,5,43,61229
"El Pollo Loco",Salads,"Avocado Bacon Tostada Salad","Avocado Bacon Tostada Salad w/out Dressing, Premium Salads",,516,g*,,900,46,81,4,43,61240
"El Pollo Loco",Salads,"Avocado Bacon Tostada Salad w/ Dressing","Avocado Bacon Tostada Salad w/ Dressing, Premium Salads",,601,g*,,1340,92,84,7,46,61242
"El Pollo Loco",Salads,"Avocado Salad","Avocado Salad w/ Lettuce Blend, Black Beans, Cotija Cheese, Chopped Boneless Chicken Breast, Pico de Gallo Salsa, Broccoli & Avocado Slice w/out Low Fat Citrus Vinaigrette, 5 Under 500 Calories, Healthier For You, Lindora; Choice of Adding: Low Fat Citrus Vinaigrette",,437,g*,,290,10,24,6,31,61231
"El Pollo Loco",Salads,"Chicken & Grilled Shrimp Tostada w/ Dressing","Chicken & Grilled Shrimp Tostada w/ Low Fat Citrus Vinaigrette Dressing, 10"" Wheat Flour Tortilla, Black Beans, Lettuce Blend, Chopped Boneless Chicken Breast, Baja Shrimp, Pico de Gallo Salsa, Cojita Cheese, What's New, 5 Under 500 Calories, Limited Time Offers, Under 500 Calories",,516,g*,,640,23,70,21,43,94851
"El Pollo Loco",Salads,"Chicken Tostada Salad","Chicken Tostada Salad w/ Rice, Lettuce Blend, Pinto Beans, Monterey Jack Cheese, Shredded, Chopped Boneless Chicken Breast, Pico de Gallo Salsa & Sour Cream w/out Dressing or Shell, Under 500 Calories, Healthy Dining, Healthier For You, Premium Salads",,417,g*,,430,13,43,5,34,27851
"El Pollo Loco",Salads,"Chicken Tostada Salad w/ Fried Tostada Shell","Chicken Tostada Salad w/ Fried Tostada Shell, Rice, Pinto Beans, Lettuce Blend, Monterey Jack Cheese, Shredded, Chopped Boneless Chicken Breast, Pico de Gallo Salsa & Sour Cream, Bowls & Salads; Choice of Adding: Creamy Cilantro Dressing",,576,g*,,860,43,78,5,41,1701
"El Pollo Loco",Salads,"Grilled Chicken & Kale Salad","Grilled Chicken & Kale Salad w/ Kale Salad Blend, Cotija Cheese, Dried Cranberries, Chopped Boneless Chicken Breast, Roasted Pepitas & Avocado Slices, What's New, Under 500 Calories, Limited Time Offer; Choice of Adding: Low Fat Citrus Vinaigrette",,252,g*,,390,16,35,20,31,94846
"El Pollo Loco",Salads,"Grilled Chicken & Kale Salad w/ Dressing","Grilled Chicken & Kale Salad w/ Low Fat Citrus Vinaigrette Dressing, Kale Salad Blend, Cotija Cheese, Dried Cranberries, Chopped Boneless Chicken Breast, Roasted Pepitas & Avocado Slices, Under 500 Calories, Limited Time Offer",,337,g*,,580,32,44,28,35,94852
"El Pollo Loco",Salads,"Grilled Chicken Salad w/ Dressing","	Grilled Chicken Salad w/ Dressing, Lettuce Blend, Pico de Gallo Salsa, Fried Tortilla Strips, Chopped Boneless Chicken Breast, Cotija Cheese, Cilantro & Fire-Grilled Mexican Corn, Premium Salads",,374,g*,,680,54,23,7,28,15741
"El Pollo Loco",Salads,"Grilled Chicken Salad w/ Tortilla Strips, Small","	Grilled Chicken Salad w/ Lettuce Blend, Pico de Gallo Salsa, Fried Tortilla Strips, Chopped Boneless Chicken Breast, Cotija Cheese, Cilantro & Fire-Grilled Mexican Corn w/out Dressing, Healthy Dining, Healthier For You, Premium Salads, Small",,289,g*,,240,8,20,5,26,94848
"El Pollo Loco",Salads,"Grilled Chicken Salad, Large","Grilled Chicken Salad, Large, w/ Lettuce Blend, Pico de Gallo Salsa, Fried Tortilla Strips, Chopped Boneless Chicken Breast, Cotija Cheese, Cilantro & Fire Grilled Mexican Corn, Bowls & Salads, Under 500 Calories; Choice of Adding: Creamy Cilantro Dressing",,374,g*,,240,8,20,5,26,27852
"El Pollo Loco",Salads,"Large Loco Side Salad w/ Dressing & Tortilla Strips","Large Loco Side Salad w/ Chopped Romaine, Corn Tortilla Strips, Cilantro, Cotija Cheese & Creamy Cilantro Dressing, Sides; Choice in: 8 Piece Meal, 10 Piece Meal, 12 Piece Meal & 16 Piece Meal",,251,g*,,560,52,18,6,7,31228
"El Pollo Loco",Salads,"Mango Grilled Tostada Salad","Mango Grilled Tostada Salad w/ 10 "" Wheat Flour Tortilla, Black Beans, Lettuce Blend, Cotija Cheese, Chopped Boneless Chicken Breast, Avocado Slices & Mango Salsa, 5 Under 500 Calories, Lindora, Healthier For You; Choice of Adding: Low Fat Citrus Vinaigrette",,422,g*,,470,15,57,7,34,61228
